ROW_ID,Year,Month,Day,Sample Week,Crop,Treatment,Block,Plot,Air_Temperature,Ground_Temperature,Soil_Temperature,Humidity,Egg_Start,Not_Eaten,Eaten,Proportion_Eaten,Abundance,Richness,Lasius_neoniger,Solenopsis_molesta,Formica_montana,Formica_rubicunda,Formica_subaenescens,Myrmica_americana,Temnothorax_ambiguus
468,2022,June,16,3,Soy,No Till,c,2,20.7,19.3,16.6,56.6,53,42,11,0.21,4,1,4,,,,,,
469,2022,June,16,3,Corn,Till,c,1,19.4,21.9,17.6,56.5,50,45,5,0.1,0,0,,,,,,,
470,2022,June,16,3,Corn,Till,c,2,20.8,18.3,17.6,55.4,58,49,9,0.16,0,0,,,,,,,
471,2022,June,16,3,Corn,No Till,c,1,19.2,20.7,16.8,53.5,50,44,6,0.12,0,0,,,,,,,
472,2022,June,16,3,Corn,No Till,c,2,20.8,19.2,16.8,55.4,55,54,1,0.02,0,0,,,,,,,
473,2022,June,16,3,Soy,Till,d,1,19.9,19.4,17.4,53.5,53,53,0,0,0,0,,,,,,,
474,2022,June,16,3,Soy,Till,d,2,20.9,18.6,17.6,55.3,54,28,26,0.48,12,1,12,,,,,,
475,2022,June,16,3,Soy,No Till,d,1,19.3,17.7,16.5,52.8,57,53,4,0.07,7,1,7,,,,,,
476,2022,June,16,3,Soy,No Till,d,2,21.6,17.5,16.4,52.5,55,50,5,0.09,2,1,2,,,,,,
477,2022,June,16,3,Corn,Till,d,1,19.4,19.4,17.9,53.1,55,49,6,0.11,0,0,,,,,,,
478,2022,June,16,3,Corn,Till,d,2,21.2,18.4,17.4,54.2,51,48,3,0.06,0,0,,,,,,,
479,2022,June,16,3,Corn,No Till,d,1,19.2,19.3,16.8,54.5,55,52,3,0.05,0,0,,,,,,,
480,2022,June,16,3,Corn,No Till,d,2,20.7,19,17.1,55.9,54,48,6,0.11,0,0,,,,,,,
481,2022,June,23,4,Soy,Till,a,1,25.9,24,22.8,66.9,57,56,1,0.02,27,1,27,,,,,,
482,2022,June,23,4,Soy,Till,a,2,24,24.5,23.2,66.3,54,49,5,0.09,101,1,101,,,,,,
483,2022,June,23,4,Soy,No Till,a,1,25.1,24.2,22,66.8,55,35,20,0.36,9,1,9,,,,,,
484,2022,June,23,4,Soy,No Till,a,2,24.3,22.8,21.5,63.4,52,51,1,0.02,41,1,41,,,,,,
485,2022,June,23,4,Corn,Till,a,1,26.4,26.5,23.8,66.4,51,51,0,0,0,0,,,,,,,
486,2022,June,23,4,Corn,Till,a,2,25,25.9,23.4,63.6,54,48,6,0.11,3,1,3,,,,,,
487,2022,June,23,4,Corn,No Till,a,1,25.8,25.3,22.3,66.8,50,39,11,0.22,56,1,56,,,,,,
488,2022,June,23,4,Corn,No Till,a,2,25,24.2,22,64.5,52,48,4,0.08,6,1,6,,,,,,
489,2022,June,23,4,Soy,Till,b,1,24.5,21.6,22.8,66.7,50,50,0,0,58,1,58,,,,,,
490,2022,June,23,4,Soy,Till,b,2,25.8,23.5,23.2,66.1,53,53,0,0,130,1,130,,,,,,
491,2022,June,23,4,Soy,No Till,b,1,24.7,23.3,21.9,62.8,53,26,27,0.51,41,1,41,,,,,,
492,2022,June,23,4,Soy,No Till,b,2,24.9,24.3,22.3,66.2,51,49,2,0.04,38,1,38,,,,,,
493,2022,June,23,4,Corn,Till,b,1,26.4,25.7,23.3,67.5,52,47,5,0.1,2,1,2,,,,,,
494,2022,June,23,4,Corn,Till,b,2,24.8,26.5,23.7,62.4,55,52,3,0.05,1,1,1,,,,,,
495,2022,June,23,4,Corn,No Till,b,1,24.6,25.4,22.4,62.9,52,40,12,0.23,1,1,1,,,,,,
496,2022,June,23,4,Corn,No Till,b,2,26.6,26.2,22.1,64.5,53,50,3,0.06,0,0,,,,,,,
497,2022,June,23,4,Soy,Till,c,1,26.5,26.3,23.1,66.2,54,42,12,0.22,60,1,60,,,,,,
498,2022,June,23,4,Soy,Till,c,2,25.5,26.1,23.1,63.4,53,41,12,0.23,132,1,132,,,,,,
499,2022,June,23,4,Soy,No Till,c,1,25.4,24.8,22.3,63.9,54,50,4,0.07,4,1,4,,,,,,
500,2022,June,23,4,Soy,No Till,c,2,26.1,27.7,21.9,64.8,54,48,6,0.11,68,1,68,,,,,,
501,2022,June,23,4,Corn,Till,c,1,26.8,25.1,23.4,63.2,56,56,0,0,0,0,,,,,,,
502,2022,June,23,4,Corn,Till,c,2,25.9,26,23.1,61.4,53,53,0,0,0,0,,,,,,,
503,2022,June,23,4,Corn,No Till,c,1,26.6,27.1,22.1,64.6,52,52,0,0,0,0,,,,,,,
504,2022,June,23,4,Corn,No Till,c,2,25.6,24.4,21.8,63.1,54,40,14,0.26,0,0,,,,,,,
505,2022,June,23,4,Soy,Till,d,1,25.3,27.6,22.8,64,51,50,1,0.02,0,0,,,,,,,
506,2022,June,23,4,Soy,Till,d,2,25.5,26,22.6,64.7,54,52,2,0.04,42,1,42,,,,,,
507,2022,June,23,4,Soy,No Till,d,1,24.6,26.2,21.4,63.3,55,53,2,0.04,48,1,48,,,,,,
508,2022,June,23,4,Soy,No Till,d,2,25.7,25.7,21.6,64.7,56,46,10,0.18,52,1,52,,,,,,
509,2022,June,23,4,Corn,Till,d,1,25.3,28.4,23,63.4,51,49,2,0.04,0,0,,,,,,,
510,2022,June,23,4,Corn,Till,d,2,25.6,27.9,23.1,63.8,54,54,0,0,0,0,,,,,,,
511,2022,June,23,4,Corn,No Till,d,1,25.7,27.3,21.7,62.5,52,48,4,0.08,0,0,,,,,,,
512,2022,June,23,4,Corn,No Till,d,2,25.7,27.8,22,63.7,57,57,0,0,0,0,,,,,,,
513,2022,July,1,5,Soy,Till,a,1,23.3,21.3,23.4,64.5,60,53,7,0.12,34,1,34,,,,,,
514,2022,July,1,5,Soy,Till,a,2,22.9,21.7,23.6,62.9,50,42,8,0.16,88,1,88,,,,,,
515,2022,July,1,5,Soy,No Till,a,1,24.2,24.7,22.8,64.7,54,46,8,0.15,6,1,6,,,,,,
516,2022,July,1,5,Soy,No Till,a,2,22.9,23,22.8,64.1,55,46,9,0.16,21,1,21,,,,,,
517,2022,July,1,5,Corn,Till,a,1,23.8,26.5,23.6,59.9,50,50,0,0,9,1,9,,,,,,
518,2022,July,1,5,Corn,Till,a,2,23.7,25.9,23.8,61.8,55,19,36,0.65,16,1,16,,,,,,
519,2022,July,1,5,Corn,No Till,a,1,21.6,25.8,22.6,59.5,52,44,8,0.15,105,2,85,20,,,,,
520,2022,July,1,5,Corn,No Till,a,2,22.3,26,23.1,66.9,58,1,57,0.98,21,1,21,,,,,,
521,2022,July,1,5,Soy,Till,b,1,22.7,19.7,23.1,61.4,56,56,0,0,51,1,51,,,,,,
522,2022,July,1,5,Soy,Till,b,2,21.9,18.2,22.8,65.3,52,24,28,0.54,86,1,86,,,,,,
523,2022,July,1,5,Soy,No Till,b,1,22.2,20.9,22.9,66.4,50,0,50,1,34,1,34,,,,,,
524,2022,July,1,5,Soy,No Till,b,2,22.8,20.6,22.6,64,53,50,3,0.06,25,1,25,,,,,,
525,2022,July,1,5,Corn,Till,b,1,22.6,24.2,23.6,66.5,62,3,59,0.95,10,1,10,,,,,,
526,2022,July,1,5,Corn,Till,b,2,21.9,25.1,24,60.7,55,51,4,0.07,7,1,7,,,,,,
527,2022,July,1,5,Corn,No Till,b,1,24.3,24.6,23.1,59.2,66,63,3,0.05,0,0,,,,,,,
528,2022,July,1,5,Corn,No Till,b,2,21,26.3,23.3,58,53,34,19,0.36,0,0,,,,,,,
529,2022,July,1,5,Soy,Till,c,1,21.7,23.8,22.7,63.9,69,49,20,0.29,77,1,77,,,,,,
530,2022,July,1,5,Soy,Till,c,2,22.8,24.2,22.3,63.1,51,14,37,0.73,122,1,122,,,,,,
531,2022,July,1,5,Soy,No Till,c,1,20.8,22.9,22.3,61.6,62,57,5,0.08,7,1,7,,,,,,
532,2022,July,1,5,Soy,No Till,c,2,22.7,25.1,22.5,60.8,59,17,42,0.71,68,1,68,,,,,,
533,2022,July,1,5,Corn,Till,c,1,23.1,26.6,23,59.1,51,51,0,0,1,1,1,,,,,,
534,2022,July,1,5,Corn,Till,c,2,24.3,26.8,22.9,58.8,52,44,8,0.15,2,1,2,,,,,,
535,2022,July,1,5,Corn,No Till,c,1,21.8,26.9,22.3,58.7,52,51,1,0.02,0,0,,,,,,,
536,2022,July,1,5,Corn,No Till,c,2,23,25.6,22.5,61.4,56,17,39,0.7,0,0,,,,,,,
537,2022,July,1,5,Soy,Till,d,1,23.3,27.1,23.4,61.8,59,0,59,1,0,0,,,,,,,
538,2022,July,1,5,Soy,Till,d,2,21.6,27.2,23.1,61.5,50,50,0,0,33,1,33,,,,,,
539,2022,July,1,5,Soy,No Till,d,1,22.7,28,22.7,62.5,61,2,59,0.97,11,1,11,,,,,,
540,2022,July,1,5,Soy,No Till,d,2,21.6,27.5,22.7,64.5,51,0,51,1,30,2,6,24,,,,,
541,2022,July,1,5,Corn,Till,d,1,23.6,26,22.9,58.7,62,61,1,0.02,0,0,,,,,,,
542,2022,July,1,5,Corn,Till,d,2,22.4,27.3,23.2,59.4,51,51,0,0,9,1,9,,,,,,
543,2022,July,1,5,Corn,No Till,d,1,23.9,27,21.9,59.9,61,43,18,0.3,4,1,4,,,,,,
544,2022,July,1,5,Corn,No Till,d,2,22.9,27.1,22.3,55.5,53,52,1,0.02,0,0,,,,,,,
545,2022,July,7,6,Soy,Till,a,1,24.4,19.5,22.6,79.8,50,6,44,0.88,0,0,,,,,,,
546,2022,July,7,6,Soy,Till,a,2,24.9,19.3,22.5,85,55,1,54,0.98,17,1,17,,,,,,
547,2022,July,7,6,Soy,No Till,a,1,24.4,20,22.3,84.5,56,29,27,0.48,5,1,5,,,,,,
548,2022,July,7,6,Soy,No Till,a,2,23.9,20,22.4,89.1,53,12,41,0.77,22,1,22,,,,,,
549,2022,July,7,6,Corn,Till,a,1,24.4,21.3,22.9,85.7,51,25,26,0.51,1,1,1,,,,,,
550,2022,July,7,6,Corn,Till,a,2,23.8,21.2,22.8,88.5,55,45,10,0.18,17,1,17,,,,,,
551,2022,July,7,6,Corn,No Till,a,1,24.1,20.9,23,84.8,53,15,38,0.72,77,1,77,,,,,,
552,2022,July,7,6,Corn,No Till,a,2,24.6,20.6,22.7,88.4,57,0,57,1,1,1,1,,,,,,
553,2022,July,7,6,Soy,Till,b,1,23.7,21.2,22.6,91.8,55,0,55,1,39,1,39,,,,,,
554,2022,July,7,6,Soy,Till,b,2,24.2,21.3,22.7,92.5,51,3,48,0.94,50,1,50,,,,,,
555,2022,July,7,6,Soy,No Till,b,1,23.4,21.7,22.7,87.4,57,30,27,0.47,6,1,6,,,,,,
556,2022,July,7,6,Soy,No Till,b,2,23.1,21.5,22.7,88.8,54,0,54,1,11,1,11,,,,,,
557,2022,July,7,6,Corn,Till,b,1,23.4,21.1,22.9,87.4,50,0,50,1,22,1,22,,,,,,
558,2022,July,7,6,Corn,Till,b,2,22.8,21.2,22.8,87.7,55,8,47,0.85,0,0,,,,,,,
559,2022,July,7,6,Corn,No Till,b,1,24.5,21.6,22.7,84.6,53,0,53,1,0,0,,,,,,,
560,2022,July,7,6,Corn,No Till,b,2,23.6,20.8,22.8,87.3,55,1,54,0.98,0,0,,,,,,,
561,2022,July,7,6,Soy,Till,c,1,23.4,21.7,22.7,86.9,56,51,5,0.09,8,1,8,,,,,,
562,2022,July,7,6,Soy,Till,c,2,23.9,21.6,22.7,87.2,63,60,3,0.05,25,1,25,,,,,,
563,2022,July,7,6,Soy,No Till,c,1,23.3,21.2,22.5,87.7,58,9,49,0.84,3,1,3,,,,,,
564,2022,July,7,6,Soy,No Till,c,2,23.3,21.5,22.5,86,50,15,35,0.7,36,1,36,,,,,,
565,2022,July,7,6,Corn,Till,c,1,23.7,21.8,23.1,84.3,54,42,12,0.22,0,0,,,,,,,
566,2022,July,7,6,Corn,Till,c,2,24.1,21.9,22.9,83.8,54,23,31,0.57,0,0,,,,,,,
567,2022,July,7,6,Corn,No Till,c,1,24.2,21.9,22.7,88.8,51,0,51,1,0,0,,,,,,,
568,2022,July,7,6,Corn,No Till,c,2,23.9,21.9,22.9,86.8,50,27,23,0.46,4,1,4,,,,,,
569,2022,July,7,6,Soy,Till,d,1,22.4,22.7,23.2,85.7,52,32,20,0.38,5,1,5,,,,,,
570,2022,July,7,6,Soy,Till,d,2,22.8,22.7,23.1,84.7,62,7,55,0.89,6,1,6,,,,,,
571,2022,July,7,6,Soy,No Till,d,1,23,22.8,23.2,81,59,2,57,0.97,18,1,18,,,,,,
572,2022,July,7,6,Soy,No Till,d,2,24.2,22.6,23,79.4,55,1,54,0.98,18,1,18,,,,,,
573,2022,July,7,6,Corn,Till,d,1,22.9,22.8,23.4,86.9,50,29,21,0.42,0,0,,,,,,,
574,2022,July,7,6,Corn,Till,d,2,23.4,23,23.2,88.7,57,36,21,0.37,0,0,,,,,,,
575,2022,July,7,6,Corn,No Till,d,1,23,22.9,23.1,86.1,50,5,45,0.9,0,0,,,,,,,
576,2022,July,7,6,Corn,No Till,d,2,23.6,22.8,23.3,87.7,57,48,9,0.16,0,0,,,,,,,
577,2022,July,11,7,Soy,Till,a,1,21.4,15.8,24,65.6,53,53,0,0,6,1,6,,,,,,
578,2022,July,11,7,Soy,Till,a,2,22,16.3,24.1,63.6,55,4,51,0.93,35,1,35,,,,,,
579,2022,July,11,7,Soy,No Till,a,1,20.8,17,23.4,67.5,55,18,37,0.67,2,1,2,,,,,,
580,2022,July,11,7,Soy,No Till,a,2,21.1,15.2,23.4,68.5,65,63,2,0.03,3,1,3,,,,,,
581,2022,July,11,7,Corn,Till,a,1,20.9,19.9,23.7,67.4,55,31,24,0.44,0,0,,,,,,,
582,2022,July,11,7,Corn,Till,a,2,21.2,20.1,24.2,66.9,65,58,7,0.11,14,1,14,,,,,,
583,2022,July,11,7,Corn,No Till,a,1,20.8,18.4,24.1,67.2,57,15,42,0.74,49,1,49,,,,,,
584,2022,July,11,7,Corn,No Till,a,2,21.1,17.2,23.3,66.8,55,2,53,0.96,1,1,1,,,,,,
585,2022,July,11,7,Soy,Till,b,1,21.3,19.8,23.7,65.7,61,53,8,0.13,73,1,73,,,,,,
586,2022,July,11,7,Soy,Till,b,2,21.6,19.9,24.1,65.2,57,5,52,0.91,63,1,63,,,,,,
587,2022,July,11,7,Soy,No Till,b,1,21.2,19.9,23.6,65.2,55,6,49,0.89,11,1,11,,,,,,
588,2022,July,11,7,Soy,No Till,b,2,21.4,19.6,23.6,65.7,55,43,12,0.22,56,1,56,,,,,,
589,2022,July,11,7,Corn,Till,b,1,21.1,20.3,23.8,64.9,54,46,8,0.15,14,1,14,,,,,,
590,2022,July,11,7,Corn,Till,b,2,21.5,20.6,24.4,66.4,61,57,4,0.07,1,1,1,,,,,,
591,2022,July,11,7,Corn,No Till,b,1,21.5,20.4,23.8,70.5,53,42,11,0.21,0,0,,,,,,,
592,2022,July,11,7,Corn,No Till,b,2,21.4,20,23.3,66.1,54,3,51,0.94,9,1,9,,,,,,
593,2022,July,11,7,Soy,Till,c,1,21.3,21,24,66.2,51,49,2,0.04,77,1,77,,,,,,
594,2022,July,11,7,Soy,Till,c,2,21.2,20.8,24,65.4,54,50,4,0.07,53,1,53,,,,,,
595,2022,July,11,7,Soy,No Till,c,1,21.5,20.6,23.7,65.4,52,50,2,0.04,14,1,14,,,,,,
596,2022,July,11,7,Soy,No Till,c,2,21.2,21,23.4,65.3,58,42,16,0.28,28,1,28,,,,,,
597,2022,July,11,7,Corn,Till,c,1,23.1,24.9,24.7,66.3,58,43,15,0.26,0,0,,,,,,,
598,2022,July,11,7,Corn,Till,c,2,21.5,23.1,24.4,64.9,50,13,37,0.74,0,0,,,,,,,
599,2022,July,11,7,Corn,No Till,c,1,21.9,21,23.8,63.1,50,34,16,0.32,1,1,1,,,,,,
600,2022,July,11,7,Corn,No Till,c,2,22.6,21.3,24.4,74.9,50,48,2,0.04,0,0,,,,,,,
601,2022,July,11,7,Soy,Till,d,1,21.6,22.8,24.8,66.9,63,12,51,0.81,5,1,5,,,,,,
602,2022,July,11,7,Soy,Till,d,2,21.4,22.6,24.8,65.3,52,6,46,0.88,44,1,44,,,,,,
603,2022,July,11,7,Soy,No Till,d,1,21.3,22.1,24.2,63.9,50,1,49,0.98,25,1,25,,,,,,
604,2022,July,11,7,Soy,No Till,d,2,22.1,21.5,24.4,61,53,1,52,0.98,122,1,122,,,,,,
605,2022,July,11,7,Corn,Till,d,1,21.4,22.6,24.8,64.4,55,51,4,0.07,2,1,2,,,,,,
606,2022,July,11,7,Corn,Till,d,2,21.6,22.5,24.8,65.6,74,66,8,0.11,0,0,,,,,,,
607,2022,July,11,7,Corn,No Till,d,1,21.2,21.5,24.4,64.1,57,55,2,0.04,1,1,,,,,,,1
608,2022,July,11,7,Corn,No Till,d,2,21.2,22.5,24.7,65.3,51,40,11,0.22,1,1,1,,,,,,
609,2022,July,19,8,Soy,Till,a,1,25.8,25.5,26.8,68.7,50,3,47,0.94,7,1,7,,,,,,
610,2022,July,19,8,Soy,Till,a,2,25,25.4,26.3,66.3,54,43,11,0.2,61,1,61,,,,,,
611,2022,July,19,8,Soy,No Till,a,1,26.3,24.6,25.7,68,53,0,53,1,1,1,1,,,,,,
612,2022,July,19,8,Soy,No Till,a,2,25.2,25.6,26.4,66.1,54,50,4,0.07,3,1,3,,,,,,
613,2022,July,19,8,Corn,Till,a,1,26.7,23.6,25.8,67.4,55,1,54,0.98,0,0,,,,,,,
614,2022,July,19,8,Corn,Till,a,2,26.8,25,26.3,65.5,54,31,23,0.43,4,1,4,,,,,,
615,2022,July,19,8,Corn,No Till,a,1,27.2,23.8,25.6,67.6,53,0,53,1,52,2,23,29,,,,,
616,2022,July,19,8,Corn,No Till,a,2,26.3,23.8,25.6,66.2,53,3,50,0.94,0,0,,,,,,,
617,2022,July,19,8,Soy,Till,b,1,27.1,25.5,26,66.4,51,8,43,0.84,19,1,19,,,,,,
618,2022,July,19,8,Soy,Till,b,2,26.8,25.3,26.2,64.9,55,3,52,0.95,59,1,59,,,,,,
619,2022,July,19,8,Soy,No Till,b,1,27.2,27.5,26.2,62.9,50,42,8,0.16,13,1,13,,,,,,
620,2022,July,19,8,Soy,No Till,b,2,27.7,28.4,26.3,62.5,55,1,54,0.98,64,2,54,10,,,,,
621,2022,July,19,8,Corn,Till,b,1,26.4,23,25.6,68.3,51,0,51,1,34,2,14,20,,,,,
622,2022,July,19,8,Corn,Till,b,2,25.8,24.1,26.5,67.3,56,56,0,0,2,1,2,,,,,,
623,2022,July,19,8,Corn,No Till,b,1,27.8,24.5,25.9,67.4,50,35,15,0.3,0,0,,,,,,,
624,2022,July,19,8,Corn,No Till,b,2,25.8,23.4,26.2,64.5,53,3,50,0.94,0,0,,,,,,,
625,2022,July,19,8,Soy,Till,c,1,25.6,20.9,25.7,62.5,54,11,43,0.8,48,1,48,,,,,,
626,2022,July,19,8,Soy,Till,c,2,27.7,24.1,26.1,60.6,50,9,41,0.82,98,1,98,,,,,,
627,2022,July,19,8,Soy,No Till,c,1,26.2,21.9,25.9,63.4,55,40,15,0.27,7,1,7,,,,,,
628,2022,July,19,8,Soy,No Till,c,2,26.6,24.8,25.9,65.2,54,1,53,0.98,17,1,17,,,,,,
629,2022,July,19,8,Corn,Till,c,1,26.7,22.1,25.8,62.3,58,58,0,0,0,0,,,,,,,
630,2022,July,19,8,Corn,Till,c,2,26.9,24,26.2,66.9,63,62,1,0.02,2,1,2,,,,,,
631,2022,July,19,8,Corn,No Till,c,1,26.6,22.9,25.3,64,54,29,25,0.46,0,0,,,,,,,
632,2022,July,19,8,Corn,No Till,c,2,27.7,22.7,25.4,65.1,56,0,56,1,0,0,,,,,,,
633,2022,July,19,8,Soy,Till,d,1,27.6,25.5,25.9,64.7,53,51,2,0.04,2,1,2,,,,,,
634,2022,July,19,8,Soy,Till,d,2,26.1,21.3,26,63.1,53,48,5,0.09,22,1,22,,,,,,
635,2022,July,19,8,Soy,No Till,d,1,27.7,25.5,25.9,65.7,53,30,23,0.43,35,2,33,2,,,,,
636,2022,July,19,8,Soy,No Till,d,2,25.6,24.5,25.7,63,50,0,50,1,190,2,68,122,,,,,
637,2022,July,19,8,Corn,Till,d,1,27.4,23.2,26.2,65.4,59,4,55,0.93,0,0,,,,,,,
638,2022,July,19,8,Corn,Till,d,2,26.4,23.5,25.9,64.8,54,51,3,0.06,0,0,,,,,,,
639,2022,July,19,8,Corn,No Till,d,1,28,25.3,25.6,64.3,55,3,52,0.95,1,1,,,,,,,1
640,2022,July,19,8,Corn,No Till,d,2,26.5,23.9,25.7,61.2,50,50,0,0,0,0,,,,,,,
641,2022,July,29,9,Soy,Till,a,1,17.9,13.3,17.9,82.6,55,48,7,0.13,0,0,,,,,,,
642,2022,July,29,9,Soy,Till,a,2,18.1,14.4,17.9,67.4,69,62,7,0.1,5,1,5,,,,,,
643,2022,July,29,9,Soy,No Till,a,1,19.3,15.7,17.6,86.3,62,59,3,0.05,0,0,,,,,,,
644,2022,July,29,9,Soy,No Till,a,2,17.9,16,18.4,82.4,53,53,0,0,0,0,,,,,,,
645,2022,July,29,9,Corn,Till,a,1,19.3,14,17.5,87.3,51,51,0,0,0,0,,,,,,,
646,2022,July,29,9,Corn,Till,a,2,20.1,15.9,18.1,81.4,62,62,0,0,0,0,,,,,,,
647,2022,July,29,9,Corn,No Till,a,1,18.8,15,18.9,80.1,62,2,60,0.97,0,0,,,,,,,
648,2022,July,29,9,Corn,No Till,a,2,20,14.2,18.5,77.5,66,0,66,1,0,0,,,,,,,
649,2022,July,29,9,Soy,Till,b,1,19.7,14.1,17.5,77.8,54,1,53,0.98,0,0,,,,,,,
650,2022,July,29,9,Soy,Till,b,2,19.3,14.4,17.7,80.5,67,10,57,0.85,4,1,4,,,,,,
651,2022,July,29,9,Soy,No Till,b,1,19.5,19.7,18.7,77.2,60,23,37,0.62,0,0,,,,,,,
652,2022,July,29,9,Soy,No Till,b,2,19.9,16,19.2,74.7,61,3,58,0.95,0,0,,,,,,,
653,2022,July,29,9,Corn,Till,b,1,19.7,13.4,17.8,76.3,59,59,0,0,0,0,,,,,,,
654,2022,July,29,9,Corn,Till,b,2,20.4,14.8,18,77.9,60,60,0,0,5,1,5,,,,,,
655,2022,July,29,9,Corn,No Till,b,1,19.4,17.3,18.3,85.6,57,54,3,0.05,0,0,,,,,,,
656,2022,July,29,9,Corn,No Till,b,2,20.9,14.5,18.7,83.2,63,11,52,0.83,1,1,1,,,,,,
657,2022,July,29,9,Soy,Till,c,1,20.2,18.5,17.9,84.5,60,60,0,0,0,0,,,,,,,
658,2022,July,29,9,Soy,Till,c,2,18.2,17.1,18.5,76.4,55,2,53,0.96,1,1,1,,,,,,
659,2022,July,29,9,Soy,No Till,c,1,19.6,18.6,19,81.3,56,56,0,0,0,0,,,,,,,
660,2022,July,29,9,Soy,No Till,c,2,18.7,18.7,18.4,79.9,55,0,55,1,0,0,,,,,,,
661,2022,July,29,9,Corn,Till,c,1,21.9,17.6,18.1,70.3,56,56,0,0,0,0,,,,,,,
662,2022,July,29,9,Corn,Till,c,2,21.7,20,18.1,72.5,53,52,1,0.02,0,0,,,,,,,
663,2022,July,29,9,Corn,No Till,c,1,19.7,19,18.5,71.1,56,8,48,0.86,0,0,,,,,,,
664,2022,July,29,9,Corn,No Till,c,2,19.8,19.1,18.9,87.6,59,16,43,0.73,0,0,,,,,,,
665,2022,July,29,9,Soy,Till,d,1,18.3,18.2,17.6,76.7,54,45,9,0.17,0,0,,,,,,,
666,2022,July,29,9,Soy,Till,d,2,19.3,18.1,17.4,79,63,1,62,0.98,0,0,,,,,,,
667,2022,July,29,9,Soy,No Till,d,1,19.7,19.3,18.2,68.1,53,1,52,0.98,24,1,,24,,,,,
668,2022,July,29,9,Soy,No Till,d,2,21.4,19.6,19.2,66.2,57,3,54,0.95,0,0,,,,,,,
669,2022,July,29,9,Corn,Till,d,1,22.4,17.7,17.5,76.2,57,57,0,0,0,0,,,,,,,
670,2022,July,29,9,Corn,Till,d,2,20.9,18.5,17.6,80.7,55,55,0,0,0,0,,,,,,,
671,2022,July,29,9,Corn,No Till,d,1,21.9,18.5,17.9,68.7,57,35,22,0.39,0,0,,,,,,,
672,2022,July,29,9,Corn,No Till,d,2,22.2,19.7,18.4,78,72,60,12,0.17,0,0,,,,,,,
673,2022,August,2,10,Soy,Till,a,1,26.9,23.9,22.6,76.6,60,37,23,0.38,0,0,,,,,,,
674,2022,August,2,10,Soy,Till,a,2,27.5,24.5,22.6,76.3,54,0,54,1,2,1,2,,,,,,
675,2022,August,2,10,Soy,No Till,a,1,26,25,22.4,77,60,0,60,1,0,0,,,,,,,
676,2022,August,2,10,Soy,No Till,a,2,26.7,25.8,23,76.1,53,0,53,1,10,2,1,9,,,,,
677,2022,August,2,10,Corn,Till,a,1,26.2,23.8,21.8,77.9,57,56,1,0.02,2,1,2,,,,,,
678,2022,August,2,10,Corn,Till,a,2,26.7,24.4,22.1,77.3,64,57,7,0.11,16,1,16,,,,,,
679,2022,August,2,10,Corn,No Till,a,1,26,24.3,22.2,75.7,58,0,58,1,25,2,1,24,,,,,
680,2022,August,2,10,Corn,No Till,a,2,26.5,24.9,22,78.7,52,0,52,1,0,0,,,,,,,
681,2022,August,2,10,Soy,Till,b,1,25.9,23.2,21.7,80.4,59,59,0,0,3,1,3,,,,,,
682,2022,August,2,10,Soy,Till,b,2,24.9,23.3,21.8,77.3,65,5,60,0.92,0,0,,,,,,,
683,2022,August,2,10,Soy,No Till,b,1,26.2,25,23.2,78.8,55,5,50,0.91,4,1,,,,,,4,
684,2022,August,2,10,Soy,No Till,b,2,24.8,23.7,22.7,81.4,50,0,50,1,30,2,4,26,,,,,
685,2022,August,2,10,Corn,Till,b,1,26.4,24.3,21.9,79.6,60,58,2,0.03,25,1,,25,,,,,
686,2022,August,2,10,Corn,Till,b,2,25.6,22.9,22,79.1,65,63,2,0.03,6,1,6,,,,,,
687,2022,August,2,10,Corn,No Till,b,1,26.4,24.4,22.1,78.8,53,53,0,0,0,0,,,,,,,
688,2022,August,2,10,Corn,No Till,b,2,25.8,23.1,22.1,78.3,50,8,42,0.84,0,0,,,,,,,
689,2022,August,2,10,Soy,Till,c,1,25.3,24.5,22.8,78.9,57,0,57,1,0,0,,,,,,,
690,2022,August,2,10,Soy,Till,c,2,26.8,25.5,22.5,74.4,52,52,0,0,0,0,,,,,,,
691,2022,August,2,10,Soy,No Till,c,1,26,25.2,22.8,79.3,61,13,48,0.79,0,0,,,,,,,
692,2022,August,2,10,Soy,No Till,c,2,26.4,25.1,22.8,78.3,54,31,23,0.43,1,1,1,,,,,,
693,2022,August,2,10,Corn,Till,c,1,26.2,24.6,22.9,73.3,51,51,0,0,0,0,,,,,,,
694,2022,August,2,10,Corn,Till,c,2,27.3,24.2,22.2,76.4,58,58,0,0,1,1,1,,,,,,
695,2022,August,2,10,Corn,No Till,c,1,26.3,24,21.9,78.8,61,57,4,0.07,0,0,,,,,,,
696,2022,August,2,10,Corn,No Till,c,2,26.8,24.5,22.5,77.5,50,50,0,0,0,0,,,,,,,
697,2022,August,2,10,Soy,Till,d,1,26.1,24.4,23.3,73.2,50,50,0,0,0,0,,,,,,,
698,2022,August,2,10,Soy,Till,d,2,28,25.4,22.7,75.7,52,51,1,0.02,4,1,4,,,,,,
699,2022,August,2,10,Soy,No Till,d,1,26.5,28.6,23.6,74.4,51,40,11,0.22,0,0,,,,,,,
700,2022,August,2,10,Soy,No Till,d,2,27.4,28,23.6,76.9,55,0,55,1,3,1,3,,,,,,
701,2022,August,2,10,Corn,Till,d,1,29.7,24.1,22.3,67.9,64,62,2,0.03,0,0,,,,,,,
